2016-11-10 16:11:29.434, INFO Working on row, 10000
2016-11-10 16:11:29.789, INFO Working on row, 20000
2016-11-10 16:11:30.167, INFO Working on row, 30000
2016-11-10 16:11:30.538, INFO Working on row, 40000
2016-11-10 16:11:30.920, INFO Working on row, 50000
2016-11-10 16:11:31.305, INFO Working on row, 60000
2016-11-10 16:11:31.684, INFO Working on row, 70000
2016-11-10 16:11:32.072, INFO Working on row, 80000
2016-11-10 16:11:32.450, INFO Working on row, 90000
2016-11-10 16:11:32.832, INFO Working on row, 100000
2016-11-10 16:11:33.233, INFO Working on row, 110000
2016-11-10 16:11:33.621, INFO Working on row, 120000
2016-11-10 16:11:34.006, INFO Working on row, 130000
2016-11-10 16:11:34.384, INFO Working on row, 140000
2016-11-10 16:11:34.765, INFO Working on row, 150000
2016-11-10 16:11:35.160, INFO Working on row, 160000
2016-11-10 16:11:35.539, INFO Working on row, 170000
2016-11-10 16:11:35.953, INFO Working on row, 180000
2016-11-10 16:11:36.335, INFO Working on row, 190000
2016-11-10 16:11:36.716, INFO Working on row, 200000
2016-11-10 16:11:37.107, INFO Working on row, 210000
2016-11-10 16:11:37.483, INFO Working on row, 220000
2016-11-10 16:11:37.891, INFO Working on row, 230000
2016-11-10 16:11:38.283, INFO Working on row, 240000
2016-11-10 16:11:38.665, INFO Working on row, 250000
2016-11-10 16:11:39.078, INFO Working on row, 260000
2016-11-10 16:11:39.614, INFO Working on row, 270000
2016-11-10 16:11:40.002, INFO Working on row, 280000
2016-11-10 16:11:40.408, INFO Working on row, 290000
2016-11-10 16:11:40.808, INFO Working on row, 300000
2016-11-10 16:11:41.226, INFO Working on row, 310000
2016-11-10 16:11:41.650, INFO Working on row, 320000
2016-11-10 16:11:42.082, INFO Working on row, 330000
2016-11-10 16:11:42.486, INFO Working on row, 340000
2016-11-10 16:11:42.904, INFO Working on row, 350000
2016-11-10 16:11:43.319, INFO Working on row, 360000
2016-11-10 16:11:43.755, INFO Working on row, 370000
2016-11-10 16:11:44.165, INFO Working on row, 380000
2016-11-10 16:11:44.578, INFO Working on row, 390000
2016-11-10 16:11:44.979, INFO Working on row, 400000
2016-11-10 16:11:45.394, INFO Working on row, 410000
2016-11-10 16:11:45.796, INFO Working on row, 420000
2016-11-10 16:11:46.219, INFO Working on row, 430000
2016-11-10 16:11:46.641, INFO Working on row, 440000
2016-11-10 16:11:47.066, INFO Working on row, 450000
2016-11-10 16:11:47.486, INFO Working on row, 460000
2016-11-10 16:11:47.915, INFO Working on row, 470000
2016-11-10 16:11:48.335, INFO Working on row, 480000
2016-11-10 16:11:48.742, INFO Working on row, 490000
2016-11-10 16:11:49.190, INFO Working on row, 500000
2016-11-10 16:11:49.670, INFO Working on row, 510000
2016-11-10 16:11:50.161, INFO Working on row, 520000
2016-11-10 16:11:50.618, INFO Working on row, 530000
2016-11-10 16:11:51.059, INFO Working on row, 540000
2016-11-10 16:11:51.483, INFO Working on row, 550000
2016-11-10 16:11:51.894, INFO Working on row, 560000
2016-11-10 16:11:52.339, INFO Working on row, 570000
2016-11-10 16:11:52.753, INFO Working on row, 580000
2016-11-10 16:11:53.201, INFO Working on row, 590000
2016-11-10 16:11:53.625, INFO Working on row, 600000
2016-11-10 16:11:54.042, INFO Working on row, 610000
2016-11-10 16:11:54.538, INFO Working on row, 620000
2016-11-10 16:11:54.970, INFO Working on row, 630000
2016-11-10 16:11:55.398, INFO Working on row, 640000
2016-11-10 16:11:55.839, INFO Working on row, 650000
2016-11-10 16:11:56.290, INFO Working on row, 660000
2016-11-10 16:11:56.835, INFO Working on row, 670000
2016-11-10 16:11:57.322, INFO Working on row, 680000
2016-11-10 16:11:57.769, INFO Working on row, 690000
2016-11-10 16:11:58.206, INFO Working on row, 700000
2016-11-10 16:11:58.627, INFO Working on row, 710000
2016-11-10 16:11:59.068, INFO Working on row, 720000
2016-11-10 16:11:59.516, INFO Working on row, 730000
2016-11-10 16:11:59.946, INFO Working on row, 740000
2016-11-10 16:12:00.398, INFO Working on row, 750000
2016-11-10 16:12:00.828, INFO Working on row, 760000
2016-11-10 16:12:01.256, INFO Working on row, 770000
2016-11-10 16:12:01.697, INFO Working on row, 780000
2016-11-10 16:12:02.130, INFO Working on row, 790000
2016-11-10 16:12:02.561, INFO Working on row, 800000
2016-11-10 16:12:03.013, INFO Working on row, 810000
2016-11-10 16:12:03.446, INFO Working on row, 820000
2016-11-10 16:12:03.884, INFO Working on row, 830000
2016-11-10 16:12:04.335, INFO Working on row, 840000
2016-11-10 16:12:04.812, INFO Working on row, 850000
2016-11-10 16:12:05.266, INFO Working on row, 860000
2016-11-10 16:12:05.711, INFO Working on row, 870000
2016-11-10 16:12:06.165, INFO Working on row, 880000
2016-11-10 16:12:06.618, INFO Working on row, 890000
2016-11-10 16:12:07.092, INFO Working on row, 900000
2016-11-10 16:12:07.532, INFO Working on row, 910000
2016-11-10 16:12:07.997, INFO Working on row, 920000
2016-11-10 16:12:08.434, INFO Working on row, 930000
2016-11-10 16:12:08.903, INFO Working on row, 940000
2016-11-10 16:12:09.372, INFO Working on row, 950000
2016-11-10 16:12:09.815, INFO Working on row, 960000
2016-11-10 16:12:10.293, INFO Working on row, 970000
2016-11-10 16:12:10.769, INFO Working on row, 980000
2016-11-10 16:12:11.230, INFO Working on row, 990000
2016-11-10 16:12:11.709, INFO Working on row, 1000000
2016-11-10 16:12:12.190, INFO Working on row, 1010000
2016-11-10 16:12:12.703, INFO Working on row, 1020000
2016-11-10 16:12:13.180, INFO Working on row, 1030000
2016-11-10 16:12:13.628, INFO Working on row, 1040000
2016-11-10 16:12:14.124, INFO Working on row, 1050000
2016-11-10 16:12:14.608, INFO Working on row, 1060000
2016-11-10 16:12:15.071, INFO Working on row, 1070000
2016-11-10 16:12:15.528, INFO Working on row, 1080000
